title,video_id,channel_title,channel_id,publish_time,description,tags,category_id,view_count,like_count,comment_count,duration,definition,privacy_status
The Stars of Miami Vice: Then vs Now Transformation! 😎🕶️ #miami #miamivice #80s #thenandnow,vGKapb3YDzA,AI Cosmic,UCER66Pi2vLLZpnZ82LorP8Q,2025-07-04T19:44:16Z,"Step back into the neon-lit streets of the '80s and see how the legendary stars of Miami Vice have transformed over the years! From iconic fashion to timeless charisma, this visual journey will leave you stunned.

✨ Watch how time reshaped the faces of Don Johnson, Philip Michael Thomas, and the unforgettable cast that defined a generation.

🔔 Don’t forget to like, comment, and subscribe for more iconic transformations from film and TV history!



#MiamiVice #ThenAndNow #DonJohnson #PhilipMichaelThomas #80sTV #ClassicTVShows #TVLegends #ActorTransformation #RetroVibes #TimelessStyle #BeforeAfter #HollywoodIcons #MiamiViceCast #NostalgiaTrip #80sLegends #ThrowbackStars #IconicTransformations #AICosmic #AIshorts #AITransformation",,28,166652,3578,113,PT1M,hd,public
Vybz Kartel - Miami Vice Episode [Audio Visualizer],2IScYU5pbbc,Akam Entertainment,UCZBF3MnoNyq7H6PzmjcTi-g,2014-05-06T21:48:01Z,"Vybz Kartel Aka Addi Innocent - Miami Vice Episode © 2014 
Produced by Bigga Dondon Records 

Vybz Kartel (Addi Innocent) - Reggae Love Songs & Other Things - https://itun.es/i6g98DJ #iTunes

Pin: 73FEBAE2 | Akam Entertainment Social Media:  
Instagram: http://instagram.com/akam_ent
Twitter: https://twitter.com/akam_ent
Facebook: http://www.facebook.com/akam.ent

Hype Life Magazine - Exploring the most dynamic range of music, videos, celebrity news, fashion, beauty, lifestyle and artworks concerning Jamaica to California.
Visit: http://hypelifemagazine.com

Vybz Kartel Aka Addi Innocent - Miami Vice Episode - May 2014
Vybz Kartel Aka Addi Innocent - Miami Vice Episode - May 2014
Vybz Kartel Aka Addi Innocent - Miami Vice Episode - May 2014
Vybz Kartel Aka Addi Innocent - Miami Vice Episode - May 2014
Vybz Kartel Aka Addi Innocent - Miami Vice Episode - May 2014","Akam Entertainment,Dancehall,Reggae,Music,'Jamaica,Jamaican",10,3674760,23629,720,PT3M19S,sd,public
Miami Vice movie scene with Crockett's Theme,Ed0xTPuInjw,Alex Jay Brady,UChodBqkrWgPVcgvp0CCR33A,2023-05-25T15:46:08Z,"For all my Mojito Fiends:  I love this movie but I always missed the awesome Jan Hammer music. Lucky Sonny wasnt a Scotch drinker though  that would have been quite the voyage!
This remix is by Anmo.",,20,53155,517,57,PT3M30S,hd,public
MIAMI VICE   PILOT FULL THEME,eben0gaTgBg,Alex R,UCai-_eWbK1IkeYXod6pexrA,2017-09-29T01:35:29Z,This is the Full Pilot Theme of Miami Vice as seen on 1984. It is really hard to find so I mixed Crockett's first appearance on MV with full music. Enjoy it!,Miami Vice,1,284190,2618,144,PT3M21S,sd,public
Miami Vice (phil collins & sting) - Long Long Way To Go,hzziH39B2aY,alonsospeed,UCBZ9CDljf53U9-FTBekc-2w,2010-05-08T10:55:55Z,"This is a great song by Phil Collins &  Sting called ""Long Long Way To Go"". The song was used in the hit serie Miami Vice - Season 2, Episode 23, ""Sons And Lovers"" (last episode from season 2). Buy Miami Vice: The Complete Series. It's worth it. One of the best series ever made.

More info right here:

http://www.amazon.com/Miami-Vice-Complete-Don-Johnson/dp/B000ULPFGI","miami,vice,season,phil,collins,sting,music,80's,long,way,to,go,sons,and,lovers,crocket,tubbs,don,johnson,philip,michael,thomas,florida,calderone",10,3913065,28771,2182,PT4M1S,sd,public
Miami Vice Theme HD,dEjXPY9jOx8,AMB Production TV,UCdeC5QfaSiM1QExo2CU3hZA,2014-08-05T14:43:41Z,"Miami Vice Theme HD

The adventures of the vice squad detectives of the Miami Police Department.

Stubble-faced detective Crockett lived in a sailboat guarded by his alligator Elvis. His partner Tubbs was a black New York cop looking for his brother's killer. Together they took on the Florida drug world. The show influenced men's fashions toward Italo-casual and interior decor toward the Memphis look. Very trendy music and unusual guest performers.

Creator: Anthony Yerkovich
Stars: Don Johnson, Philip Michael Thomas","Miami Vice,hd,film,Anthony Yerkovich,Don Johnson,Michael Thomas,Florida,Theme,Beach,Song,Theme Song",24,11860300,62947,3862,PT56S,hd,public
Miami Vice - Crockett's Theme (50 minutes),Cx9m9Bjm91M,Ange mezzu corsu-zingara,UCuoib4lX79XuSuEMWXQ83Kw,2017-03-19T16:16:37Z,https://ai.marketing/fr/campaign/zkkoght8d3,"Miami Vice,Crockett's Theme,musique série,électro musique",10,1494340,10673,645,PT49M54S,hd,public
MIAMI VICE serie. Historia y Curiosidades,Qn89vtRkx94,Archivos Cine y TV,UCURvc0eK5jTijaa7XP-ubZg,2022-10-03T15:42:53Z,"#miamivice 
#vicioenmiami
#corrupcionenmiami
#donjohnson

Hoy recordaremos la genial serie MIAMI VICE. Fue un ícono en los 80s, Veremos su historia, personajes y curiosidades. No te lo pierdas!!
***************************************************************************
VIDEOS RELACIONADOS
[https://www.youtube.com/watch?v=c-oak3utlAw]
[https://www.youtube.com/watch?v=o9VFwWeTmIU]
[https://www.youtube.com/watch?v=nwDXJxOCeLE]
Si te gustó el vídeo no te olvides de darle like y suscribirte. Gracias. Subo vídeos todas las semanas!","archivos cine y tv,vicio en miami,miami vice,corrupcion en miami,""División Miami"",""Vicio en Miami"",""James Sonny Crockett"",""Ricardo “Rico” Tubbs"",""edward james olmos"",""Gina Calabrese"",""Saundra Santiago"",""Stan Switek"",""Michael Talbott"",""new wave"",""Lou Rodríguez"",""don Johnson"",""philip michael thomas"",""Anthony Yerkovich"",""edward James Olmos"",""MTV"",""Jan Hammer"",""“Crockett’s Theme”""],series 80s,series 70s,retro series,series retro,nostalgia",24,82349,2527,199,PT8M3S,hd,public
Miami Vice Climactic Scene from final episode (Freefall),L4BMFp4ZTo0,Atomic Surf,UC3mgALWYlv4kK2YajreR8Cg,2021-06-27T01:07:00Z,"Here is the awesome climactic scene from the final episode of Miami Vice, Freefall, where Crockett and Tubbs head to a shootout with General Borbon at the Miami Seaplane base.  After watching this, check out my video where I visit the actual location where this was shot, synchronizing it with the episode and music.  Here is the link:  https://youtu.be/KMqi7FTCerk","Miami Vice,Miami,Freefall,Seaplane,Borbon,Crockett,Tubbs,Shooting",22,43187,543,53,PT4M17S,hd,public
Miami Vice Crockett's Theme 30 mins,7dpHZSmW0mU,Axel,UCBB3-lwfDEJtXiA-RH-ji1A,2016-10-09T21:46:48Z,,"Axel,Miami vice,miami vice 30 min,Crockett's Theme,Miami Vice Crockett's Theme 30 mins,Miami Vice Crockett's Theme,80s,80s music",10,4801263,33598,2168,PT29M21S,hd,public
"Miami Vice - The Prodigal Son, Part I, Intro",ExOWpXFDtqM,Axel Foley,UClfQecRo3xZImrMT2LuRIFQ,2021-05-20T14:47:33Z,"Intro to 'The Prodigal Son'.
Season 2, episode 1

Watch on NBC.com","miami,miami vice,nbc,columbia,drug,cartel,interrogation,philip michael thomas,tubbs,crockett,sonny,don johnson,DAE,law enforcement,80s,80's,theme song,great theme songs",24,25691,354,57,PT4M49S,hd,public
Miami Vice Reunion Sonny Crockett Tribute on Location in Miami South Beach,Kd1cnjjr5qo,Barefoot Vlogger,UCDFvLe1_tlqaDHwOlfu4Q_A,2022-03-13T05:57:16Z,"My all-time favorite television show Miami Vice reunion celebration and tribute, featuring a Sonny Crockett likeness on Location in Miami Beach, South Beach and Key Biscayne Florida.
#miami #miamivice #sonnycrockett

Support my work on Patreon! Exclusive Barefoot Content Here: https://www.patreon.com/barefootvlogger
Make a One-Time Donation to the Channel Here: https://www.paypal.com/paypalme/barefootvlogger
Get Barefoot Merchandise Here: 
https://theletteringmachine.com/BarefootVlogger/shop/home","miami vice,don johnson,miami vice 2021,miami vice tribute,miami beach walk,fontainebleau hotel miami,sonny crockett,miami beach,miami vice lifestyle,miami vice trailer,miami vice full episodes,miami vice backstage,miami vice movie,miami vice opening,miami vice 2021 full episodes,miami vice 2021 new series,don johnson movies,don johnson miami vice,don johnson interview,key biscayne,south beach,miami history,crockett and tubbs,miami vice clips,vice",19,157402,1668,302,PT1H4M46S,hd,public
Cooler Than Ice: Don Johnson in Miami Vice,_MyL6JmVdL4,Beautiful People,UCGRa2qhpFXKnwjX2_fDpLwQ,2025-06-24T22:26:23Z,"""Warning: White suit may cause spontaneous cheek kisses 😘👔""""Solving crimes by day, collecting kisses by night 😏🕵️‍♂️💋""""Crockett’s skincare routine? Sunglasses + being irresistible 😎💅""""Miami’s most kissed law enforcement officer 💋🚓""""He’s 80% style, 20% police work… and 100% kissable 😆🕶️""""Fighting crime, breaking hearts, and never breaking a sweat 🧊🔥""""Some chase criminals. He gets chased by models. 🏃‍♀️💋👔""""That awkward moment when your suit gets more attention than your badge 😅""""Miami Vice or Miami Spice? 🌶️👨‍⚖️💋"" Sonny Crockett’s Coolest Moments in Miami Vice 😎🔥
The White Suit That Broke Hearts in Miami Vice 💔👔
When Sonny Crockett Gets Kissed in Style 😘🕶️
Cooler Than Ice: Don Johnson in Miami Vice ❄️🌴
Miami Vice Style Icon: Sonny Crockett Being Iconic 💼💋
This Is Why Everyone Loved Sonny Crockett 💯👨‍✈️
Only Sonny Crockett Could Wear This Suit 🔥🕺
Crockett Getting Kissed Like a Rockstar 💋🎸
Miami Vice’s Most Stylish Cop in Action 🎬👔
How to Be This Cool: Sonny Crockett 101 😎📚
Watch Sonny Crockett serve iconic Miami Vice looks in this stylish YouTube short.
This YouTube video captures Don Johnson’s legendary Miami Vice fashion moments.
The coolest white suit in TV history? Find out in this Miami Vice YouTube short.
Experience classic 80s cool with Sonny Crockett in this stylish YouTube video.
Don Johnson’s Miami Vice charm still rules YouTube — check this out!
From style to kisses, this YouTube short is pure Sonny Crockett energy.
Watch the most iconic Miami Vice moments go viral on YouTube.
This YouTube short proves Sonny Crockett was the definition of 80s cool.
White suits, fast cars, and YouTube-worthy kisses — only Crockett can deliver.
Feel the Miami heat with Sonny Crockett’s smooth moves in this YouTube video.
YouTube can’t handle how cool Don Johnson looks in Miami Vice.
This YouTube clip brings back the best fashion moments from Miami Vice.
Sonny Crockett shows why Miami Vice still dominates YouTube nostalgia.
From cheek kisses to perfect suits, this is peak YouTube Miami Vice.
This YouTube short shows why Don Johnson remains an 80s icon.
Crockett’s vibe is too smooth to miss — only on YouTube!
Relive the magic of Sonny Crockett’s white suit era in this YouTube short.
This YouTube video is a tribute to Don Johnson’s legendary Miami Vice style.
See why Sonny Crockett still trends on YouTube decades later.
Crockett + Miami = YouTube perfection in under 60 seconds.","#SonnyCrockett,#MiamiVice,#DonJohnson,#80sStyle,#WhiteSuit,#TVIcon,#RetroVibes,#MiamiHeat,#CoolStyle,#VintageFashion,#YouTubeShorts,#YouTubeStyle,#YouTubeMiami,#YouTube80s,#CrimeDrama,#StylishMen,#ClassicTV,#SuaveLook,#IconicLooks,#ThrowbackTV,#YouTubeRetro,#YouTubeDonJohnson,#FashionLegend,#CrockettStyle,#TVHeartthrob,#80sLegend,#OldSchoolCool,#SlickStyle,#YouTubeTrending,#MiamiVibes,#TimelessCool,#KissScene,#YouTubeFashion,#HotCopEnergy,#YouTubeThrowback,#YouTubeIcons",26,46155,1123,38,PT16S,hd,public
Miami Vice - Melanie Griffith - Holding Back The Years - Simply Red,Er2Bzcdz8tY,best8924,UCAckHY74_86-qk-DVc1UETQ,2011-06-15T20:12:50Z,"Season 3, Episode 20: By Hooker by Crook","miami,vice,simply,red,holding,back,the,years,melanie,griffith,don,johnson",10,633505,5230,486,PT2M,sd,public
Donzi Miami Vice Trailer and Promo - Jay Z & Linkin Park Numb Encore,U7JO_PlrMeA,Beyond Performance Powerboats,UCWkBLrhhWKH01cYpyys3BPg,2012-07-03T05:16:23Z,"Miami Vice Donzi trailer and Donzi Promotional Music Video... Through a special agreement with Universal Studios and director Michael Mann, Donzi Marine was proclaimed the Official Boat of Miami Vice. three Donzi boat models were featured in the film: a 38 ZF, a 38 ZR (Black), and a 43 ZR (Blue). Prior to the movies release, Donzi boats launched an ambitious media campaign touting its involvement in Miami Vice. Donzis Miami Vice ads ran in all major boating publications, and Donzi boats made headlines in USA Today, the Baltimore Sun, the Miami Herald, and several boating magazines.","Donzi,Miami vice,Jay-Z (Musical Artist),Florida,Miami,Linkin Park,Beach,Orlando,South,Tampa,Fort,speedboats,insane,horsepower,boats,mercury,rough,water,high,performance,extreme,limited,edition,amazing,HP,go,fast,for,speed,poker,run,yacht,yachting,style,Engine,Special,Edition,Ocean,Cool,Performance,(Project),Cruise,Sailing,Best,Great,Boats,Crazy,Boat racing,power,Boat,sale,marine,engines,powerboat videos,Incredible",10,561258,1920,78,PT3M8S,sd,public
Miami Vice - Burnett's Pain,Zeyw2IdW-Ek,Bitchele,UCXVkPn3RnTyGI0G6P9LMisA,2021-01-10T06:46:42Z,"I downloaded this video many years ago from another channel and saw that it was deleted, so im uploading this video, unfortunately i dont remember the name of the channel but im giving you all the credits.","miami vice,burnett,burnett's pain,80s",24,52138,525,62,PT4M6S,hd,public
The Who on Miami Vice #4: Eminence Front,JvDXFdRT0Vw,Bo,UCdMkuAmHKR_vI9bb0sa5bkA,2018-08-30T20:47:58Z,"From episode ""Killshot"" (S03E03)","pete townshend,roger daltrey,keith moon,john entwistle,michael mann,don johnson,miami,80's",10,105521,1249,85,PT4M22S,hd,public
The Who on Miami Vice #2: Face The Face,HZnd1L0NgeM,Bo,UCdMkuAmHKR_vI9bb0sa5bkA,2018-08-30T19:23:48Z,"From episode ""One Way Ticket"" (S02E14).","pete townshend,roger daltrey,keith moon,john entwistle,michael mann,don johnson,80's",10,70694,806,93,PT3M50S,hd,public
Sawed-Off Shotgun Shoulder Holster - Miami Vice Inspired,XEycXG3CiOI,Booligan Shooting Sports,UCzcWHu-x6oWOHxwZTfhrXug,2023-06-02T02:36:28Z,"I built my dumb little sawed-off 12 gauge shotgun a while ago and it ruffled some people’s feathers, so I can only imagine how people will feel about this shoulder rig I put together for it. 

Kingsman Leather built a fantastic panel to hold it to the Galco Miami classic harness.",,28,478213,22243,1006,PT1M,hd,public
Miami Vice: Russ Ballard - Voices [1080p HD Stereo Remaster],Jw135y5IL7c,Brightraven,UCGU41lhwd8YJKsDUdpo-CmQ,2020-04-29T08:09:56Z,"An iconic scene from the ground-breaking show Miami Vice, where cinematography meets episodic television, now fully remastered in 1080p HD with combined stereo mix. (Select 1440p for higher Youtube bitrate quality.)

This is the only place where you can enjoy this in stereo as the Blu-ray is unfortunately still in mono.

Season 1 Episode 5 ""Calderone's Demise"" (26 October 1984)
Music: Russ Ballard - Voices (1984)
Boat : Chris Craft Stinger 390x","1984,Speedboat,Miami Vice,Russ Ballard,Sunset,390x Stinger",10,508053,6322,554,PT3M21S,hd,public
Miami Vice: Russ Ballard - The Fire Still Burns (Daytona Mix),H_XfJIIby9E,Brightraven,UCGU41lhwd8YJKsDUdpo-CmQ,2021-01-24T23:30:00Z,"Crockett and Tubbs go cruising in the Daytona. This is an updated version from my original video created 11 years ago from April 2010 with 500k views. Upscaled to 1440p for maximum bit-rate/video quality!

Music: Russ Ballard - The Fire Still Burns (1985)","Ferrari,Daytona,Miami Vice,1984",10,60743,950,61,PT3M49S,hd,public
Jan Hammer - Marina (Miami Vice 1984 1080p Remastered Stereo),r-IFFL52yPU,Brightraven,UCGU41lhwd8YJKsDUdpo-CmQ,2021-01-31T13:00:12Z,"First version of ""Marina"" composed and performed by Jan Hammer. 
Mono to stereo remaster (dialogue track still mono however) .
Processed with RX8 Audio Editor, then multitracked  & processed with Adobe Audition.

Upscaled to 1440p for maximum bit-rate/video quality!

Miami Vice, ""The Great McCarthy"" Season 1 Episode 8 (16 November 1984)

Featured Boats : Chris Craft 390x Stinger, Cary 50",,10,36932,445,71,PT3M19S,hd,public
Miami Vice   I Dont Care Anymore,pTZzqGd0ZiE,C3s69,UC4ki5FW8Uce7RcQs-PLpoSw,2014-03-11T23:27:38Z,"Phil Collins-I dont care anymore
Miami Vice episode no Exit
I dont own this video!",,24,457113,5350,482,PT4M42S,sd,public
Ciudad del Este en Miami Vice 2006,XQ26vkbm45g,Carlos Giménez,UC5OAJpxBup_cT0YYJKY9yMw,2013-10-08T17:22:24Z,"Directed by Michael Mann. With Colin Farrell, Jamie Foxx, Li Gong, Naomie
Harris. Based on the 1980s TV action/drama.","Paraguay,paraguayo,paraguayos,paraguaya,paraguayas,paraguayan,ciudad del este,cde,alto parana,alto,parana,miami vice,michael mann,Corrupción en Miami,Anthony Yerkovich,Colin Farrell,Jamie Foxx,Ricardo Tubbs,James Crockett,triple frontera,Triple Frontier,Tríplice Fronteira,movie,gran casino parana,casino parana,casino",1,25669,181,7,PT1M48S,sd,public
I blame watching miami vice clips for subconsciously influencing me 👌: #shorts #short #Vico ootd,GOuRJJPqWy4,Casara fashion,UC7pPWRleRcUe1LlpZRjms4A,2024-12-12T07:49:29Z,I blame watching miami vice clips for subconsciously influencing me 👌: #shorts #short #Vico ootd,"shorts,short,Vico ootd",22,10991,965,10,PT12S,hd,public
Don Johnson Miami Vice #miami #vice #gun #pistola #classic #retro #boom #handgun,LBhcvjK8cQQ,Cattywampusgunz ,UC-B8mROrk6a839tMbpgFR2A,2025-01-24T23:52:49Z,,,22,10167,494,8,PT41S,hd,public
Miami Vice (2006 - 2024) movie cast then and now #shorts #shortvideo #youtubeshorts,0lZqj9sY4Yw,CelebrityEvolution1,UCx2uN_2vGJwHcRkPoQctTZw,2024-07-26T13:00:01Z,Miami Vice (2006 - 2024) movie cast then and now #shorts #shortvideo #youtubeshorts,"#shorts,#short,#shortvideo,#trending,#trendingshorts,#trendingvideo,#trend,#trendingreels,#viralshort,#viralshorts,#viralvideo,#everyone,#feedshorts,#evolution,#thenandnow,#hollywoodmovies,#hollywood #hollywoodstudios,#movieclips,#movie,#film,#india,#pakistan,#america,#usa,#russia,#bangladesh,#brazil,#europe",24,55927,1073,22,PT42S,hd,public
