title,video_id,channel_title,publish_time,description,tags,category_id,view_count,like_count,comment_count,duration,definition,privacy_status
Peter's Nephew Dies | ER,ksqTyen8sQE,ER - Emergency Room,2020-07-11T21:03:16Z,"Peter Benton's nephew Jesse is brought into the ER having been shot in the chest. Despite Peter's desperate attempts to save him, he loses too much blood and dies.
Requested by Libby Packwood.

From ""The Visit"" (Season 7 Episode 6)
First broadcast November 16th, 2000

Get ER on 
Google Play: http://bit.ly/ER-Google
iTunes: https://apple.co/31TcYqF
or stream the whole series 
on Hulu at www.hulu.com (US) 
or All4 at www.channel4.com/programmes/er (UK)

This is NOT an official channel and is in no way associated with any organization, individual or entity involved with the production and/or distribution of ER.",,24,803364,6956,976,PT5M53S,hd,public
Doug Finds Mark After Being Attacked | ER,P-Db6j2W2-Y,ER - Emergency Room,2020-06-14T11:00:08Z,"Requested by Nothankyou. Having been beaten up by an unknown attacker in the bathroom, a bloodied and barely conscious Mark is found by Doug on the floor.

From ""Random Acts"" (Season 3 Episode 20)
First broadcast May 1st, 1997

Get ER on 
Google Play: http://bit.ly/ER-Google
iTunes: https://apple.co/31TcYqF
or stream the whole series 
on Hulu at www.hulu.com (US) 
or All4 at www.channel4.com/programmes/er (UK)

This is NOT an official channel and is in no way associated with any organization, individual or entity involved with the production and/or distribution of ER.",,24,794056,4919,488,PT3M43S,hd,public
âœ¨The ERâœ¨#emergencyroom #parody #comedy #americanhealthcare,HJCUrgBUjxk,Akana,2022-04-17T22:39:51Z,,,23,777578,76282,174,PT1M,hd,public
Should I go to the EMERGENCY ROOM?? ER Doctor Teaches,8qsPUxmYg-I,Dr. J Mack,2024-07-03T19:31:37Z,"Anything else I should add to this list ðŸ¤” Subscribe for more ER content ðŸ¤œðŸ¤›


#emergencydepartment #urgentcare #physician #nurse #nursepractitioner #physicianassistant #medstudent",,10,774637,33022,1018,PT49S,hd,public
( ì†ë³´ ) ì–‘íŒ¡ ì‘ê¸‰ì‹¤ ... avi,RTNADNgckk0,ì–‘íŒ¡ YangPang,2021-02-09T11:40:25Z,"êµ¬ë…í•˜ê¸° : https://goo.gl/4JUQn2
ìŠ¤í°ë¬¸ì˜ : eunz1nara@gmail.com
ë¬´ì‚­ì œ í’€ë²„ì „ ì±„ë„ : https://goo.gl/NjeAzk

- http://bit.ly/yangpang : ì–‘íŒ¡ ì•„í”„ë¦¬ì¹´TV ê°œì¸ë°©ì†¡êµ­
- http://bit.ly/pangtube : ì–‘íŒ¡ YouTube ì±„ë„
- http://bit.ly/pangstargram : ì–‘íŒ¡ ê³µì‹ ì¸ìŠ¤íƒ€ê·¸ëž¨
- http://bit.ly/pangsbook : ì–‘íŒ¡ ê³µì‹ íŽ˜ì´ìŠ¤ë¶

ì¢‹ì•„ìš” êµ¬ë… ë§Žì´ ë¶€íƒë“œë¦½ë‹ˆë‹¤","ì–‘íŒ¡,ì–‘íŒ¡ìœ íŠœë¸Œ,íŒ¡íŠœë¸Œ,ê°€ì¡±ì‹œíŠ¸ì½¤,ì–‘íŒ¡ê°€ì¡±,ì–‘íŒ¡ê°€ì¡±ì‹œíŠ¸ì½¤,ì–‘íŒ¡ì–¸ë‹ˆ,í˜„ì‹¤ë‚¨ë§¤,í˜„ì‹¤ìžë§¤,ì§¬ì‹ì´,ë¸Œì´ë¡œê·¸,VLog,ë¨¹ë°©,ë¶€ì‚°,ë¶€ì‚°ìœ íŠœë²„,HÃ n Quá»‘c,Gia Ä‘Ã¬nh,Sitcom,ChÆ°Æ¡ng trÃ¬nh giáº£i trÃ­,Corea,Familia,Comedia,Entretenimiento,Korea,keluarga,sitkom,ragam hiburan",23,759193,15913,2649,PT4M16S,hd,public
New Pediatric ER at Shands will enhance emergency care for children,lAlEXcqA-Jc,UF Health,2011-06-22T19:13:40Z,"Children are not small adults. This is never more evident than when an accident or urgent medical problem arises and parents need fast access to specialized care designed to meet their child's needs.

On July 1, the new Pediatric Emergency Room at Shands Hospital for Children at the University of Florida will open, becoming north central Florida's first emergency room specifically geared toward kids.

Located at Shands at the University of Florida, the Pediatric ER will have a separate entrance with free valet parking for adults transporting children, and an adjacent parking garage for visitors. Calming, child-friendly dÃ©cor with a nautical theme enhances the check-in and waiting areas, with porthole windows, saltwater aquariums and floors made to look like waves adding to the atmosphere.

More important, families will have access to an expanded team of UF pediatric emergency medicine physicians and Shands pediatric emergency-trained nurses, additional treatment space and the latest medical technology.

""This new Pediatric ER benefits our patients and our UF&Shands teams,"" said Jennifer Light, M.D., UF College of Medicine clinical assistant professor of emergency medicine and Pediatric ER medical director. ""We've created an environment just for families, staffed by people committed to the care of children. This generates great positive energy and the opportunity for us to improve services and the whole experience for young patients and their families.""

The Pediatric ER will be staffed by seven UF board-certified or board-eligible pediatric emergency medicine physicians and 22 Shands pediatric-trained emergency medicine registered nurses. The team will be able to treat up to 24,000 pediatric emergency patients a year.","062211,Peds,ER,RibbonCutting",25,751517,229,3,PT1M33S,sd,public
Mark Greene Dies | ER,hHayyL_Aaq8,ER - Emergency Room,2020-06-19T16:00:19Z,"""Be generous with your time, your love, your life."" Mark speaks his last words to his daughter Rachel as he dies peacefully in Hawaii, dreaming about his family and the ER.

From ""On The Beach"" (Season 8 Episode 21)
First broadcast May 9th, 2002",,24,710037,6298,867,PT5M22S,hd,public
Save My Life Boston Trauma | Season 1 Episode 6,bW6LS8OBVyY,Save my Life Boston Trauma,2015-08-31T12:29:48Z,"In â€œSave My Life: Boston Trauma,â€ viewers will get unparalleled access to top tier trauma teams inside the emergency rooms and operating rooms of the nationâ€™s most prestigious hospitals including the Boston Medical Center, Massachusetts General, and Brigham and Womenâ€™s. Lives that could be lost in lesser hands at less renowned medical centers are saved through feats of miraculous skill. The only certainty is that those who need care will receive the very best that medicine has to offer. This remarkable series tells many stories of heroism, poignancy, and unexpected humor.
Save My Life Boston Trauma | Season 1 Episode 6 
Save My Life Boston Trauma | Season 1 Episode 6 
Save My Life Boston Trauma | Season 1 Episode 6","Save My Life Boston Trauma,Season 1,Episode 6",22,709395,5490,N/A,PT46M27S,hd,public
Romano Gets Crushed By A Helicopter | ER,xE0V-TmqTP8,ER - Emergency Room,2020-08-20T16:00:18Z,"Romano's bad history with helicopters makes him too nervous to go on to the helipad and he escapes to the ambulance bay. But it turns out he's not safe there, as high winds cause the helicopter to crash and land right on top of him.

Requested by Hadeer Qais/Andre Lee.

From ""Freefall"" (Season 10 Episode 8)
First broadcast November 20th, 2003",,24,702307,4365,1579,PT5M13S,hd,public
My kids drank entire bottle of Tylenol | EMERGENCY ROOM,KpBQEdBpwHI,The Moore The Merrier Vlogs,2021-07-10T13:59:46Z,"They drank the entire bottle of Tylenol! This has to be one of the scariest emergency room visits! Having Tylenol overdose or Acetaminophen overdose can cause life-threatening illness! Please be safe with where you place your medicine! 

Our Apparel: https://themoorethemerriervlogs.com 

~ Welcome to The Moore The Merrier Vlogs ~ 

We are a family of 7 living in Southern California! We have 5 children: Jirah(11), Sophia(10), Micah(6), Jeremiah(4), and Noah(2)! We enjoy making videos that are not only entertaining but also informing and inspiring to you! Our videos range from DIY projects, to life hacks, to food recipes, and much more family fun! We hope to have you along right beside us on this crazy journey! 

Binge Watch the VLOGS : https://www.youtube.com/playlist?list=PLLzlbxL1viEVQG66vwr0C3JZGPqGKTr65 

Our Vlogging Gear: https://kit.co/themoorethemerrier/our-vlog-gear

SUBSCRIBE here on YouTube! https://www.youtube.com/c/TheMooreTheMerrier 

#ER #Emergencyroom #Tylenol 

Find us on:
Instagram https://www.instagram.com/themoorethemerriervlogs/ 
Facebook https://www.facebook.com/themoorethemerriervlogs/ 

WE ARE SO EXCITED TO HEAR FROM YOU!
P.O. BOX 833 
TEMECULA CA, 92593 

For collaborations or business inquiries: 
themoorethemerriervlogs@gmail.com","emergency room,emergency,emergency room visit,emergency room vlog,rushed to the emergency room,er,tylenol overdose,tylenol,emergancy,emergancy room,the moore the merrier vlogs,the moore the merrier,acetaminophen,acetaminophen overdose story,er visit,hospital,rushed to the hospital,christian vloggers,vloggers,christian family vloggers,family christian vloggers,christian youtubers,vlog,family christian youtubers,christian youtuber,christian family vlogs,vlogs",22,685595,10887,955,PT9M14S,hd,public
Abby Gets Attacked By An Abusive Neighbor | ER,E8Qz0X5h4o8,ER - Emergency Room,2020-10-05T14:00:09Z,"After Abby helped move his wife to a safe place away from him, Brian (Matthew Settle) comes to ask Abby where she is, and when Abby refuses to tell him, he violently beats her.

Requested by Eleonora Soneira.
Note this scene contains some brief bloody violence.

From ""A Simple Twist of Fate"" (Season 8 Episode 14)
First broadcast February 7th, 2002

Request your favorite scenes by emailing us at countygeneralchicago@gmail.com

Get ER on 
Google Play: http://bit.ly/ER-Google
iTunes: https://apple.co/31TcYqF
or stream the whole series 
on Hulu at www.hulu.com (US) 
or All4 at www.channel4.com/programmes/er (UK)

This is NOT an official channel and is in no way associated with any organization, individual or entity involved with the production and/or distribution of ER.",,24,659898,3954,444,PT4M51S,hd,public
ER Opening Theme Season 1,j8ATwnLDgfs,DinoEmz,2008-06-03T09:34:03Z,"ER Opening Theme. Starring George Clooney, Julianna Margulies, Noah Wyle, Sherry Stringfield and of course, anthony edwards.","ER,tv",24,655909,1653,291,PT48S,sd,public
Shootout in the Waiting Room | ER,phRLcYUPUhI,ER - Emergency Room,2020-12-03T14:46:23Z,"Sam's ex-boyfriend Steve (Garret Dillahunt) has been brought to the hospital as a patient, but he uses friends on the outside to pose as police officers and help him escape, taking Sam and their son Alex (Dominic James) with him. Subtle signs from Sam tell Abby and the guards something's wrong, resulting in an intense, violent shootout.

From ""Twenty-One Guns"" (Season 12 Episode 22)
First broadcast May 18th, 2006

Request your favorite scenes by emailing us at countygeneralchicago@gmail.com

Get ER on 
Google Play: http://bit.ly/ER-Google
iTunes: https://apple.co/31TcYqF
or stream the whole series 
on Hulu at www.hulu.com (US) 
or All4 at www.channel4.com/programmes/er (UK)

This is NOT an official channel and is in no way associated with any organization, individual or entity involved with the production and/or distribution of ER.",,24,639834,4514,473,PT4M49S,hd,public
Carter's Intervention | ER,n6vE5PagPS8,ER - Emergency Room,2020-06-22T18:00:21Z,"With his painkiller addiction starting to affect his work, Drs. Greene, Weaver, Chen, Anspaugh and Benton tell Carter he needs to go to rehab or he will lose his job.
From ""May Day"" (Season 6 Episode 22)
First broadcast May 18th, 2000",,24,627118,5583,762,PT5M18S,hd,public
Deb Shocks Carter With A Defibrillator | ER,_nBtoy3IfEc,ER - Emergency Room,2020-06-16T11:00:20Z,"While helping Mark with a patient, new med student Deb Chen accidentally electrocutes Carter with charged defibrillator paddles and he knocks himself unconcious as he falls.
From ""Luck Of The Draw"" (Season 1 Episode 13)
First broadcast January 12th, 1995",,24,561626,4139,309,PT2M43S,hd,public
Luka Goes After The Man That Attacked Abby | ER,vFreb5ELj60,ER - Emergency Room,2020-10-06T14:00:09Z,"Abby is brought into the hospital when she is attacked by her angry, abusive neighbor. When Luka sees what has happened to her, he leaves work early to teach the guy a lesson.
Requested by everyone who watched the last clip.

From ""A Simple Twist of Fate"" (Season 8 Episode 14)
First broadcast February 7th, 2002

Request your favorite scenes by emailing us at countygeneralchicago@gmail.com

Get ER on 
Google Play: http://bit.ly/ER-Google
iTunes: https://apple.co/31TcYqF
or stream the whole series 
on Hulu at www.hulu.com (US) 
or All4 at www.channel4.com/programmes/er (UK)

This is NOT an official channel and is in no way associated with any organization, individual or entity involved with the production and/or distribution of ER.",,24,548905,5905,873,PT5M25S,hd,public
Nightwatch: 22-Year-Old Treated For Possible SECOND Heart Attack | A&E,zHRhg_YkVIw,A&E,2022-07-30T19:00:31Z,"A 22-year-old is treated for a possible second heart attack, in this scene from Season 4, Episode 7.

Watch the latest clips from Nightwatch here: https://www.youtube.com/playlist?list=PLcviVtB85dLxYyGp_mf1Xlm0UdqzTLdVv

Tune in to Nightwatch, Thursdays at 10/9c on A&E!

#Nightwatch

Subscribe for more from Nightwatch and other great A&E shows:
http://aetv.us/subscribe-ae

Find out more about the show and watch full episodes on our site:
http://aetv.us/NightwatchOfficial

Check out exclusive A&E content: 
Website - http://www.aetv.com/
Facebook: https://www.facebook.com/AETV/ 
Twitter: https://twitter.com/aetv 
Instagram: https://www.instagram.com/aetv 
TikTok: https://www.tiktok.com/@aetv 

From executive producer Dick Wolf comes ""Nightwatch,"" an hour-long series following elite teams of emergency responders as they risk their lives to work the busiest and most unnerving shift of the day: the overnight shift.

A&EÂ® leads the cultural conversation through high-quality, thought provoking original programming with a unique point of view. Whether it's the network's distinctive brand of award-winning disruptive reality or groundbreaking documentary, A&E makes entertainment an art form. Visit us at aetv.com for more info.","a&e,aetv,a&e tv,ae,a&e television,a&e shows,a and e,a+e,nightwatch,nightwatch season 3,nightwatch full episodes,nightwatch clips,tampa crime,tampa fl,tampa florida,tampa ems,tampa emt,emergency services,emergency workers,Nightwatch: 22-Year-Old Treated For Possible SECOND Heart Attack | A&E,new orleans,new orleans crime,new orleans medical,emergency responders,new orleans police,22 year old heart attack,heart attack,heart attacks,2nd heart attack",24,523455,6292,551,PT3M42S,hd,public
A Chemical Spill Causes A Crisis | ER,61c9hiYdZXM,ER - Emergency Room,2020-07-18T17:15:59Z,"A nearby building collapse results in a number of casualties, only worsened when some of the patients have been contaminated with a toxic solvent, the fumes from which cause Weaver to faint, leaving Carter to take control of the situation himself.
Requested by Mica Dela Cruz.
From ""Exodus"" (Season 4 Episode 15)
First broadcast February 26th, 1998",,24,454785,4045,374,PT4M59S,hd,public
